RECORDING_SESSION_LABEL	AVERAGE_FIXATION_DURATION	SACCADE_COUNT	VISITED_INTEREST_AREA_COUNT	hunger	recorder_trial	resp	rt	rtype	sim	sub	tar	tcateg	time	tired	tnum	tutra	tuttime	fixed
53_mg	488	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	144	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	203.29	13	7	1	126	space	3.273915872	cr	FALSE	53_mg	FALSE	Utility_Vehicles	1.89	1	1	NA	NA	3273.915872
53_mg	104.4	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	104.71	13	7	1	90	space	2.302003764	cr	FALSE	53_mg	FALSE	Utility_Vehicles	8.79	1	2	NA	NA	2302.003764
53_mg	1016	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	186.44	8	5	1	64	return	1.968364237	hi	FALSE	53_mg	TRUE	Utility_Vehicles	14.53	1	3	NA	NA	1968.364237
53_mg	283.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	199.5	7	5	1	269	space	1.98502006	cr	FALSE	53_mg	FALSE	Utility_Vehicles	19.94	1	4	NA	NA	1985.02006
53_mg	210.67	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	129.5	12	7	1	180	space	2.785601413	cr	FALSE	53_mg	FALSE	Utility_Vehicles	25.37	1	5	0	28.21	2785.601413
53_mg	.	1	0	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	81.14	13	7	1	123	space	3.202628188	cr	FALSE	53_mg	FALSE	Utility_Vehicles	36.53	1	6	NA	NA	3202.628188
53_mg	78.75	7	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	77.25	16	7	1	60	space	3.240438178	cr	FALSE	53_mg	FALSE	Utility_Vehicles	43.17	1	7	NA	NA	3240.438178
53_mg	112.4	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	104.86	6	4	1	18	return	1.008051713	fa	TRUE	53_mg	TRUE	Utility_Vehicles	49.94	1	8	NA	NA	1008.051713
53_mg	78.67	5	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	101.71	6	4	1	88	space	1.172062395	cr	FALSE	53_mg	FALSE	Utility_Vehicles	54.61	1	9	NA	NA	1172.062395
53_mg	138.5	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	88.55	11	5	1	97	space	1.879639605	cr	FALSE	53_mg	FALSE	Utility_Vehicles	60.37	1	10	0	30.42	1879.639605
53_mg	145.5	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	90.53	15	6	1	272	space	2.43038215	cr	FALSE	53_mg	FALSE	Utility_Vehicles	77.18	1	11	NA	NA	2430.38215
53_mg	176.4	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	127.27	10	5	1	205	space	1.896534787	cr	FALSE	53_mg	FALSE	Utility_Vehicles	83.07	1	12	NA	NA	1896.534787
53_mg	149.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	84.33	12	7	1	173	space	2.420404932	cr	FALSE	53_mg	FALSE	Utility_Vehicles	88.42	1	13	NA	NA	2420.404932
53_mg	234.67	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	200.62	12	9	1	233	space	2.958164887	cr	FALSE	53_mg	FALSE	Utility_Vehicles	94.29	1	14	0	23.81	2958.164887
53_mg	93.2	5	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	42.25	7	3	1	109	return	1.976565504	hi	FALSE	53_mg	TRUE	Utility_Vehicles	104.82	1	15	NA	NA	1976.565504
53_mg	74	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	217.14	7	7	1	110	return	2.30633606	hi	FALSE	53_mg	TRUE	Utility_Vehicles	111.76	1	16	NA	NA	2306.33606
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	192.67	8	7	1	240	space	1.956180733	cr	FALSE	53_mg	FALSE	Utility_Vehicles	117.51	1	17	NA	NA	1956.180733
53_mg	420	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	190.5	4	3	1	281	return	0.78849462	hi	FALSE	53_mg	TRUE	Utility_Vehicles	122.9	1	18	0	22.89	788.4946199
53_mg	408	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	163.6	10	6	1	9	space	1.983655015	cr	FALSE	53_mg	FALSE	Utility_Vehicles	131.82	1	19	NA	NA	1983.655015
53_mg	220	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	203.8	9	6	1	157	return	2.298492182	hi	FALSE	53_mg	TRUE	Utility_Vehicles	137.44	1	20	NA	NA	2298.492182
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	188.25	7	7	1	61	space	1.72240613	cr	FALSE	53_mg	FALSE	Utility_Vehicles	143.18	1	21	NA	NA	1722.40613
53_mg	172.5	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	159.2	9	6	1	27	return	1.850370677	hi	FALSE	53_mg	TRUE	Utility_Vehicles	148.5	1	22	NA	NA	1850.370677
53_mg	238	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	165.25	7	6	1	100	space	1.522329887	cr	FALSE	53_mg	FALSE	Utility_Vehicles	153.82	1	23	0	26.98	1522.329887
53_mg	271.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	152.67	5	5	1	163	return	1.038796385	hi	FALSE	53_mg	TRUE	Utility_Vehicles	162	1	24	NA	NA	1038.796385
53_mg	326.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	181.33	5	5	1	282	space	1.217734223	cr	FALSE	53_mg	FALSE	Utility_Vehicles	166.48	1	25	NA	NA	1217.734223
53_mg	1016	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	173.75	7	6	1	170	space	1.641941414	cr	FALSE	53_mg	FALSE	Utility_Vehicles	171.16	1	26	NA	NA	1641.941414
53_mg	492	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	179.71	6	7	1	176	space	1.461321828	cr	FALSE	53_mg	FALSE	Utility_Vehicles	176.24	1	27	NA	NA	1461.321828
53_mg	419	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	142.55	10	8	1	207	space	1.956619497	cr	FALSE	53_mg	FALSE	Utility_Vehicles	181.26	1	28	0	24.68	1956.619497
53_mg	1016	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	160.8	9	8	1	244	space	1.889270064	cr	FALSE	53_mg	FALSE	Utility_Vehicles	189.41	1	29	NA	NA	1889.270064
53_mg	268	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	164.4	9	8	1	237	space	1.939489354	cr	FALSE	53_mg	FALSE	Utility_Vehicles	194.75	1	30	NA	NA	1939.489354
53_mg	998	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	188.75	8	5	1	85	space	1.739436937	cr	FALSE	53_mg	FALSE	Utility_Vehicles	200.12	1	31	NA	NA	1739.436937
53_mg	425	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	181.33	8	7	1	236	space	1.939863972	cr	FALSE	53_mg	FALSE	Utility_Vehicles	205.35	1	32	NA	NA	1939.863972
53_mg	329.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	166.91	10	8	1	234	space	2.162420206	cr	FALSE	53_mg	FALSE	Utility_Vehicles	210.75	1	33	NA	NA	2162.420206
53_mg	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	268.44	9	6	1	101	space	2.739913457	cr	FALSE	53_mg	FALSE	Utility_Vehicles	216.49	1	34	0	33.27	2739.913457
53_mg	202	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	141.86	13	9	1	189	space	2.532888093	cr	FALSE	53_mg	FALSE	Utility_Vehicles	226.5	1	35	NA	NA	2532.888093
53_mg	272.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	196.17	12	8	1	32	space	2.784771536	cr	FALSE	53_mg	FALSE	Utility_Vehicles	232.77	1	36	NA	NA	2784.771536
53_mg	328.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	181.38	12	9	1	288	space	2.86906747	cr	FALSE	53_mg	FALSE	Utility_Vehicles	239.01	1	37	NA	NA	2869.06747
53_mg	321.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	156.89	8	7	1	154	space	1.795688965	cr	FALSE	53_mg	FALSE	Utility_Vehicles	245.58	1	38	NA	NA	1795.688965
53_mg	232.5	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	170.86	6	6	1	297	space	1.35643842	cr	FALSE	53_mg	FALSE	Utility_Vehicles	250.81	1	39	0	29.4	1356.43842
53_mg	195.5	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	184.6	9	8	1	219	space	2.139583559	cr	FALSE	53_mg	FALSE	Utility_Vehicles	259.82	1	40	NA	NA	2139.583559
53_mg	220.5	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	189.27	10	5	1	44	space	2.293572302	cr	FALSE	53_mg	FALSE	Utility_Vehicles	265.39	1	41	NA	NA	2293.572302
53_mg	192	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	154.83	11	9	1	4	space	2.189883491	cr	FALSE	53_mg	FALSE	Utility_Vehicles	271.56	1	42	NA	NA	2189.883491
53_mg	232.5	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	192.35	16	10	1	259	space	3.809237514	cr	FALSE	53_mg	FALSE	Utility_Vehicles	277.29	1	43	NA	NA	3809.237514
53_mg	324.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	248.75	7	6	1	235	return	2.190990116	hi	FALSE	53_mg	TRUE	Utility_Vehicles	284.58	1	44	0	31.09	2190.990116
53_mg	152.4	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	377.71	6	4	1	222	space	2.811122698	mi	FALSE	53_mg	TRUE	Utility_Vehicles	293.37	1	45	NA	NA	2811.122698
53_mg	171.6	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	278	3	3	1	42	return	0.87205708	hi	FALSE	53_mg	TRUE	Utility_Vehicles	299.63	1	46	NA	NA	872.0570797
53_mg	229.5	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	153.27	10	8	1	124	space	2.158343765	cr	FALSE	53_mg	FALSE	Utility_Vehicles	303.99	1	47	NA	NA	2158.343765
53_mg	231.5	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	170	9	6	1	280	space	1.972706429	cr	FALSE	53_mg	FALSE	Utility_Vehicles	309.66	1	48	NA	NA	1972.706429
53_mg	483	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	228.29	7	6	1	45	space	1.872718709	cr	FALSE	53_mg	FALSE	Utility_Vehicles	315.11	1	49	0	27.33	1872.718709
53_mg	418	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	206	6	5	1	38	space	1.606121076	cr	FALSE	53_mg	FALSE	Utility_Vehicles	323.44	1	50	NA	NA	1606.121076
53_mg	326	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	189.64	10	7	1	48	space	2.385411905	cr	FALSE	53_mg	FALSE	Utility_Vehicles	328.49	1	51	NA	NA	2385.411905
53_mg	312.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	184.12	16	11	1	117	space	3.660975069	cr	FALSE	53_mg	FALSE	Utility_Vehicles	334.33	1	52	NA	NA	3660.975069
53_mg	278	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	189.82	10	8	1	254	space	2.424624329	cr	FALSE	53_mg	FALSE	Utility_Vehicles	341.45	1	53	0	23.89	2424.624329
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	192.18	10	8	1	292	space	2.439728164	cr	FALSE	53_mg	FALSE	Utility_Vehicles	349.68	1	54	NA	NA	2439.728164
53_mg	184	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	167.14	6	5	1	135	space	1.44632466	cr	FALSE	53_mg	FALSE	Utility_Vehicles	355.98	1	55	NA	NA	1446.32466
53_mg	204	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	225.83	11	9	1	213	space	3.087825843	cr	FALSE	53_mg	FALSE	Utility_Vehicles	360.9	1	56	NA	NA	3087.825843
53_mg	229.5	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	175	7	5	1	49	space	1.575865753	cr	FALSE	53_mg	FALSE	Utility_Vehicles	367.62	1	57	0	22.98	1575.865753
53_mg	164.4	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	163.38	15	9	1	289	return	3.107076864	hi	FALSE	53_mg	TRUE	Utility_Vehicles	376.75	1	58	NA	NA	3107.076864
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	155.27	10	7	1	155	space	1.993230491	cr	FALSE	53_mg	FALSE	Utility_Vehicles	383.32	1	59	NA	NA	1993.230491
53_mg	1000	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	192.22	8	6	1	58	space	1.956616931	cr	FALSE	53_mg	FALSE	Utility_Vehicles	388.76	1	60	0	17.57	1956.616931
53_mg	205.5	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	206.4	9	8	1	294	space	2.350540941	cr	FALSE	53_mg	FALSE	Utility_Vehicles	397.88	1	61	NA	NA	2350.540941
53_mg	178	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	193.6	9	8	1	216	space	2.156478741	cr	FALSE	53_mg	FALSE	Utility_Vehicles	403.67	1	62	NA	NA	2156.478741
53_mg	503	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	194.33	12	9	1	74	space	2.741096691	cr	FALSE	53_mg	FALSE	Utility_Vehicles	409.32	1	63	NA	NA	2741.096691
53_mg	1008	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	176.6	9	6	1	5	space	2.050246416	cr	FALSE	53_mg	FALSE	Utility_Vehicles	415.74	1	64	NA	NA	2050.246416
53_mg	402	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	238.33	11	8	1	106	space	3.173541804	cr	FALSE	53_mg	FALSE	Utility_Vehicles	421.23	1	65	0	30.52	3173.541804
53_mg	200.5	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	216.67	5	4	1	81	return	1.422123701	hi	FALSE	53_mg	TRUE	Utility_Vehicles	430.24	1	66	NA	NA	1422.123701
53_mg	186.4	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	140.8	4	3	1	102	return	0.774015392	hi	FALSE	53_mg	TRUE	Utility_Vehicles	435.11	1	67	NA	NA	774.0153916
53_mg	324.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	158	6	7	1	167	space	1.281824263	cr	FALSE	53_mg	FALSE	Utility_Vehicles	439.45	1	68	NA	NA	1281.824263
53_mg	479	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	183.43	7	6	1	112	space	1.555759196	cr	FALSE	53_mg	FALSE	Utility_Vehicles	444.17	1	69	0	18.96	1555.759196
53_mg	187.6	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	174.22	8	7	1	296	space	1.828325419	cr	FALSE	53_mg	FALSE	Utility_Vehicles	451.71	1	70	NA	NA	1828.325419
53_mg	414	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	152.55	10	7	1	218	space	1.985984828	cr	FALSE	53_mg	FALSE	Utility_Vehicles	457.23	1	71	NA	NA	1985.984828
53_mg	207.5	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	208	4	4	1	69	space	1.149028175	cr	FALSE	53_mg	FALSE	Utility_Vehicles	462.66	1	72	NA	NA	1149.028175
53_mg	812	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	171	3	3	1	34	return	0.739007337	hi	FALSE	53_mg	TRUE	Utility_Vehicles	467.26	1	73	NA	NA	739.0073366
53_mg	422	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	176	7	6	1	263	space	1.622425741	cr	FALSE	53_mg	FALSE	Utility_Vehicles	471.44	1	74	0	25.14	1622.425741
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	183.5	8	5	1	57	space	1.773929618	cr	FALSE	53_mg	FALSE	Utility_Vehicles	479.33	1	75	NA	NA	1773.929618
53_mg	1032	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	183.43	7	6	1	68	space	1.475406645	cr	FALSE	53_mg	FALSE	Utility_Vehicles	484.82	1	76	NA	NA	1475.406645
53_mg	498	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	209.6	9	8	1	144	space	2.406480665	cr	FALSE	53_mg	FALSE	Utility_Vehicles	489.75	1	77	NA	NA	2406.480665
53_mg	415	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	164.17	11	8	1	300	return	2.278108511	fa	TRUE	53_mg	TRUE	Utility_Vehicles	495.64	1	78	NA	NA	2278.108511
53_mg	190	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	230	8	7	1	162	space	2.359344822	cr	FALSE	53_mg	FALSE	Utility_Vehicles	501.44	1	79	NA	NA	2359.344822
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	184	11	8	1	143	space	2.585555961	cr	FALSE	53_mg	FALSE	Utility_Vehicles	507.25	1	80	0	33.94	2585.555961
53_mg	408	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	190.77	12	9	1	153	space	2.832597233	cr	FALSE	53_mg	FALSE	Utility_Vehicles	515.74	1	81	NA	NA	2832.597233
53_mg	154	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	200	11	8	1	230	space	2.808356319	cr	FALSE	53_mg	FALSE	Utility_Vehicles	522.26	1	82	NA	NA	2808.356319
53_mg	1028	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	175.78	8	8	1	8	space	1.840240606	cr	FALSE	53_mg	FALSE	Utility_Vehicles	528.81	1	83	NA	NA	1840.240606
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	281.5	3	4	1	77	return	1.188588824	fa	FALSE	53_mg	FALSE	Utility_Vehicles	534.09	1	84	0	23	1188.588824
53_mg	428	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	205.85	12	10	1	183	space	3.035810074	cr	FALSE	53_mg	FALSE	Utility_Vehicles	541.98	1	85	NA	NA	3035.810074
53_mg	136.8	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	162.18	10	7	1	171	space	2.089753181	cr	FALSE	53_mg	FALSE	Utility_Vehicles	548.46	1	86	NA	NA	2089.753181
53_mg	1018	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	196.57	13	10	1	224	space	3.198987946	cr	FALSE	53_mg	FALSE	Utility_Vehicles	554.02	1	87	NA	NA	3198.987946
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	172.18	11	8	1	290	space	2.285824461	cr	FALSE	53_mg	FALSE	Utility_Vehicles	560.69	1	88	NA	NA	2285.824461
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	214.36	11	9	1	175	space	2.740320698	cr	FALSE	53_mg	FALSE	Utility_Vehicles	566.46	1	89	0	30.85	2740.320698
53_mg	499	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	199.07	14	8	1	150	space	3.609047273	cr	FALSE	53_mg	FALSE	Utility_Vehicles	575.37	1	90	NA	NA	3609.047273
53_mg	328	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	182.4	15	10	1	274	space	3.302713412	cr	FALSE	53_mg	FALSE	Utility_Vehicles	582.43	1	91	NA	NA	3302.713412
53_mg	181	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	182.91	10	7	1	86	space	2.323101482	cr	FALSE	53_mg	FALSE	Utility_Vehicles	589.18	1	92	NA	NA	2323.101482
53_mg	207	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	170.8	10	6	1	140	space	2.106093402	cr	FALSE	53_mg	FALSE	Utility_Vehicles	595.52	1	93	0	25.73	2106.093402
53_mg	219	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	155.85	13	8	1	127	space	2.469550221	cr	FALSE	53_mg	FALSE	Utility_Vehicles	603.57	1	94	NA	NA	2469.550221
53_mg	188	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	228	10	9	1	115	space	2.60000953	cr	FALSE	53_mg	FALSE	Utility_Vehicles	610.53	1	95	NA	NA	2600.00953
53_mg	270	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	212.4	10	6	1	225	space	2.456353563	cr	FALSE	53_mg	FALSE	Utility_Vehicles	616.59	1	96	0	18.99	2456.353563
53_mg	205.5	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	175.17	11	9	1	1	space	2.506264215	cr	FALSE	53_mg	FALSE	Utility_Vehicles	624.81	1	97	NA	NA	2506.264215
53_mg	324.67	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	140.6	9	7	1	202	space	1.724695257	cr	FALSE	53_mg	FALSE	Utility_Vehicles	630.78	1	98	NA	NA	1724.695257
53_mg	425	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	169.14	13	9	1	93	space	2.88583949	cr	FALSE	53_mg	FALSE	Utility_Vehicles	635.93	1	99	NA	NA	2885.83949
53_mg	1012	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	174	7	5	1	151	space	1.680909346	cr	FALSE	53_mg	FALSE	Utility_Vehicles	642.26	1	100	0	22.58	1680.909346
53_mg	1016	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	178.62	12	10	1	23	space	2.740363218	cr	FALSE	53_mg	FALSE	Utility_Vehicles	649.81	1	101	NA	NA	2740.363218
53_mg	208.5	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	473	1	1	1	273	return	0.888768252	fa	TRUE	53_mg	TRUE	Utility_Vehicles	656	1	102	NA	NA	888.768252
53_mg	496	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	191.4	10	9	1	14	space	2.273131081	cr	FALSE	53_mg	FALSE	Utility_Vehicles	660.35	1	103	NA	NA	2273.131081
53_mg	748	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	162.36	11	8	1	158	space	2.185186841	cr	FALSE	53_mg	FALSE	Utility_Vehicles	666.09	1	104	NA	NA	2185.186841
53_mg	1012	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	171	3	2	1	249	return	0.68406757	hi	FALSE	53_mg	TRUE	Utility_Vehicles	671.71	1	105	0	26.05	684.0675705
53_mg	1000	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	207.5	4	4	1	99	return	0.889610225	fa	TRUE	53_mg	TRUE	Utility_Vehicles	677.95	1	106	NA	NA	889.6102254
53_mg	419	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	161.33	5	4	1	247	space	1.117800019	cr	FALSE	53_mg	FALSE	Utility_Vehicles	682.32	1	107	NA	NA	1117.800019
53_mg	1006	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	161.2	9	6	1	210	space	1.935061022	cr	FALSE	53_mg	FALSE	Utility_Vehicles	687.22	1	108	NA	NA	1935.061022
53_mg	187	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	149.56	8	7	1	260	space	1.590881983	cr	FALSE	53_mg	FALSE	Utility_Vehicles	692.6	1	109	NA	NA	1590.881983
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	159.5	11	10	1	177	space	2.256441169	cr	FALSE	53_mg	FALSE	Utility_Vehicles	697.65	1	110	0	25.4	2256.441169
53_mg	177.2	4	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	245.14	6	3	1	164	return	1.889495128	hi	FALSE	53_mg	TRUE	Utility_Vehicles	706.01	1	111	NA	NA	1889.495128
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	174.22	8	8	1	13	space	1.819056015	cr	FALSE	53_mg	FALSE	Utility_Vehicles	711.34	1	112	NA	NA	1819.056015
53_mg	324	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	324.5	3	2	1	200	return	1.334588535	fa	TRUE	53_mg	TRUE	Utility_Vehicles	716.59	1	113	NA	NA	1334.588535
53_mg	836	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	167.64	10	8	1	298	space	2.23521809	cr	FALSE	53_mg	FALSE	Utility_Vehicles	721.38	1	114	0	21.41	2235.21809
53_mg	245	3	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	186	11	8	1	293	return	2.96631337	hi	FALSE	53_mg	TRUE	Utility_Vehicles	729.07	1	115	NA	NA	2966.31337
53_mg	268	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	191.27	10	8	1	96	space	2.418689828	cr	FALSE	53_mg	FALSE	Utility_Vehicles	735.48	1	116	NA	NA	2418.689828
53_mg	329.33	2	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	180.8	9	8	1	131	space	2.053198271	cr	FALSE	53_mg	FALSE	Utility_Vehicles	741.33	1	117	NA	NA	2053.198271
53_mg	1008	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	200	12	10	1	36	space	2.802432082	cr	FALSE	53_mg	FALSE	Utility_Vehicles	746.92	1	118	0	24.12	2802.432082
53_mg	1012	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	171	9	8	1	133	space	1.959993622	cr	FALSE	53_mg	FALSE	Utility_Vehicles	755.15	1	119	NA	NA	1959.993622
53_mg	1014	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	156	9	8	1	130	space	1.718295966	cr	FALSE	53_mg	FALSE	Utility_Vehicles	760.56	1	120	NA	NA	1718.295966
53_mg	501	1	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
53_mg	186	3	3	1	56	return	0.767422194	fa	TRUE	53_mg	TRUE	Utility_Vehicles	765.72	1	121	NA	NA	767.4221945
53_mg	1016	0	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	
